id,value
class_Brown_algae,
class_Brown_algae.order_Fucales,
class_Brown_algae.order_Fucales.family_Fucaceae,3
class_Brown_algae.order_Fucales.family_Sargassaceae,3
class_Brown_algae.order_Kelp,
class_Brown_algae.order_Kelp.family_Laminariaceae,3
