id,value
phylum_Euryarchaeota,
phylum_Euryarchaeota.class_Archaeoglobi,
phylum_Euryarchaeota.class_Archaeoglobi.order_Archaeoglobales,3
phylum_Euryarchaeota.kingdom_Euryarchaeota,
phylum_Euryarchaeota.kingdom_Euryarchaeota.class_Thermoplasmata,
phylum_Euryarchaeota.kingdom_Euryarchaeota.class_Thermoplasmata.order_Thermoplasmatales,4
