id,value
kingdom_SAR_supergroup,
kingdom_SAR_supergroup.class_Axodine,2
kingdom_SAR_supergroup.phylum_Ciliate,
kingdom_SAR_supergroup.phylum_Ciliate.class_Oligohymenophorea,3
kingdom_SAR_supergroup.phylum_Ciliate.class_Spirotrich,3
