id,value
phylum_Alveolate,
phylum_Alveolate.phylum_Ciliate,
phylum_Alveolate.phylum_Ciliate.class_Oligohymenophorea,3
phylum_Alveolate.phylum_Ciliate.class_Spirotrich,3
