id,value
kingdom_Plant.class_Eudicots.order_Rosids.order_Rosales.family_Rosaceae.family_Amygdaloideae,
kingdom_Plant.class_Eudicots.order_Rosids.order_Rosales.family_Rosaceae.family_Amygdaloideae.family_Maleae,7
kingdom_Plant.class_Eudicots.order_Rosids.order_Rosales.family_Rosaceae.family_Amygdaloideae.family_Malinae,7
kingdom_Plant.class_Eudicots.order_Rosids.order_Rosales.family_Rosaceae.family_Rosoideae,
kingdom_Plant.class_Eudicots.order_Rosids.order_Rosales.family_Rosaceae.family_Rosoideae.family_Sanguisorbeae,7
kingdom_Plant.class_Eudicots.order_Rosids.order_Rosales.family_Ulmaceae,5
kingdom_Plant.class_Eudicots.order_Rosids.order_Rosales.family_Urticaceae,5
kingdom_Plant.class_Eudicots.order_Rosids.order_Sapindales,
kingdom_Plant.class_Eudicots.order_Rosids.order_Sapindales.family_Anacardiaceae,
kingdom_Plant.class_Eudicots.order_Rosids.order_Sapindales.family_Anacardiaceae.family_Anacardioideae,6
kingdom_Plant.class_Eudicots.order_Rosids.order_Sapindales.family_Burseraceae,5
kingdom_Plant.class_Eudicots.order_Rosids.order_Sapindales.family_Meliaceae,5
kingdom_Plant.class_Eudicots.order_Rosids.order_Sapindales.family_Rutaceae,
kingdom_Plant.class_Eudicots.order_Rosids.order_Sapindales.family_Rutaceae.family_Aurantioideae,
kingdom_Plant.class_Eudicots.order_Rosids.order_Sapindales.family_Rutaceae.family_Aurantioideae.family_Citreae,7
kingdom_Plant.class_Eudicots.order_Rosids.order_Sapindales.family_Rutaceae.family_Toddalioideae,6
kingdom_Plant.class_Eudicots.order_Rosids.order_Sapindales.family_Sapindaceae,
kingdom_Plant.class_Eudicots.order_Rosids.order_Sapindales.family_Sapindaceae.family_Sapindoideae,6
kingdom_Plant.class_Eudicots.order_Rosids.order_Sapindales.family_Simaroubaceae,5
kingdom_Plant.class_Eudicots.order_Rosids.order_Zygophyllales,
kingdom_Plant.class_Eudicots.order_Rosids.order_Zygophyllales.family_Zygophyllaceae,
kingdom_Plant.class_Eudicots.order_Rosids.order_Zygophyllales.family_Zygophyllaceae.family_Larreoideae,6
kingdom_Plant.class_Eudicots.order_Vitaceae,
kingdom_Plant.class_Eudicots.order_Vitaceae.family_Vitaceae,4
kingdom_Plant.class_Gnetophyta,2
kingdom_Plant.class_Isoetopsida,2
kingdom_Plant.class_Leptosporangiate_fern,
kingdom_Plant.class_Leptosporangiate_fern.order_Cyatheales,
kingdom_Plant.class_Leptosporangiate_fern.order_Cyatheales.family_Cyatheaceae,4
kingdom_Plant.class_Leptosporangiate_fern.order_Cyatheales.family_Dicksoniaceae,4
kingdom_Plant.class_Leptosporangiate_fern.order_Polypodiales,
kingdom_Plant.class_Leptosporangiate_fern.order_Polypodiales.family_Aspleniaceae,4
kingdom_Plant.class_Leptosporangiate_fern.order_Polypodiales.family_Dryopteridaceae,4
kingdom_Plant.class_Leptosporangiate_fern.order_Polypodiales.family_Eupolypods_I,4
kingdom_Plant.class_Leptosporangiate_fern.order_Polypodiales.family_Eupolypods_II,4
kingdom_Plant.class_Leptosporangiate_fern.order_Polypodiales.family_Polypodiaceae,4
kingdom_Plant.class_Leptosporangiate_fern.order_Polypodiales.family_Pteridaceae,4
kingdom_Plant.class_Leptosporangiate_fern.order_Salviniales,
kingdom_Plant.class_Leptosporangiate_fern.order_Salviniales.family_Marsileaceae,4
kingdom_Plant.class_Lycopodiopsida,
kingdom_Plant.class_Lycopodiopsida.order_Drepanophycales,3
kingdom_Plant.class_Lycopodiopsida.order_Lycopodiopsida,
kingdom_Plant.class_Lycopodiopsida.order_Lycopodiopsida.family_Huperziaceae,4
kingdom_Plant.class_Lycopodiopsida.order_Lycopodiopsida.family_Lycopodiaceae,4
kingdom_Plant.class_Magnoliids,
kingdom_Plant.class_Magnoliids.family_Winteraceae,3
kingdom_Plant.class_Magnoliids.order_Laurales,
kingdom_Plant.class_Magnoliids.order_Laurales.family_Lauraceae,4
kingdom_Plant.class_Magnoliids.order_Magnoliales,
kingdom_Plant.class_Magnoliids.order_Magnoliales.family_Annonaceae,4
kingdom_Plant.class_Magnoliids.order_Magnoliales.family_Magnoliaceae,4
kingdom_Plant.class_Magnoliids.order_Piperales,
kingdom_Plant.class_Magnoliids.order_Piperales.family_Aristolochiaceae,4
kingdom_Plant.class_Magnoliids.order_Piperales.family_Piperaceae,4
kingdom_Plant.class_Marchantiophyta,
kingdom_Plant.class_Marchantiophyta.order_Jungermanniales,3
kingdom_Plant.class_Marchantiophyta.order_Marchantiales,3
kingdom_Plant.class_Monocotyledon,
kingdom_Plant.class_Monocotyledon.order_Alismatales,
kingdom_Plant.class_Monocotyledon.order_Alismatales.family_Alismataceae,4
kingdom_Plant.class_Monocotyledon.order_Alismatales.family_Araceae,
kingdom_Plant.class_Monocotyledon.order_Alismatales.family_Araceae.family_Aroideae,
kingdom_Plant.class_Monocotyledon.order_Alismatales.family_Araceae.family_Aroideae.family_Arisaemateae,6
kingdom_Plant.class_Monocotyledon.order_Alismatales.family_Araceae.family_Lemnoideae,5
kingdom_Plant.class_Monocotyledon.order_Alismatales.family_Araceae.family_Monsteroideae,5
kingdom_Plant.class_Monocotyledon.order_Alismatales.family_Hydrocharitaceae,4
kingdom_Plant.class_Monocotyledon.order_Asparagales,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Iridaceae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Iridaceae.family_Crocoideae,5
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Iridaceae.family_Iridoideae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Iridaceae.family_Iridoideae.family_Irideae,6
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Iridaceae.family_Iridoideae.family_Sisyrinchieae,6
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Cypripedioideae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Cypripedioideae.family_Cypripedilinae,6
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Cypripedioideae.family_Cypripediodeae,6
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Arethuseae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Arethuseae.family_Arethusinae,7
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Bletiinae,6
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Calypsoeae,6
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Coelogyninae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Coelogyninae.family_Coelogyneae,7
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Collabieae,6
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Cymbidieae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Cymbidieae.family_Cymbidiinae,7
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Dendrobieae,6
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Dendrobiinae,6
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Epidendreae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Epidendreae.family_Laeliinae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Epidendreae.family_Laeliinae.family_Cattleya,8
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Epidendreae.family_Pleurothallidinae,7
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Maxillarieae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Maxillarieae.family_Stanhopeinae,7
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Oncidiinae,6
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Vandeae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Epidendroideae.family_Vandeae.family_Aeridinae,7
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Orchideae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Orchideae.family_Orchidinae,6
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Orchidoideae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Orchidoideae.family_Cranichideae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Orchidoideae.family_Cranichideae.family_Goodyerinae,7
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Orchidoideae.family_Diurideae,6
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Vanilloideae,
kingdom_Plant.class_Monocotyledon.order_Asparagales.family_Orchidaceae.family_Vanilloideae.family_Vanilleae,6
kingdom_Plant.class_Monocotyledon.order_Commelinids,
kingdom_Plant.class_Monocotyledon.order_Commelinids.family_Arecaceae,
kingdom_Plant.class_Monocotyledon.order_Commelinids.family_Arecaceae.order_Arecaceae,
kingdom_Plant.class_Monocotyledon.order_Commelinids.family_Arecaceae.order_Arecaceae.family_Areceae,6
kingdom_Plant.class_Monocotyledon.order_Commelinids.family_Arecaceae.order_Arecaceae.family_Calamoideae,
kingdom_Plant.class_Monocotyledon.order_Commelinids.family_Arecaceae.order_Arecaceae.family_Calamoideae.family_Rattan,7
kingdom_Plant.class_Monocotyledon.order_Commelinids.family_Arecaceae.order_Arecaceae.family_Coryphoideae,
kingdom_Plant.class_Monocotyledon.order_Commelinids.family_Arecaceae.order_Arecaceae.family_Coryphoideae.family_Corypheae,7
kingdom_Plant.class_Monocotyledon.order_Commelinids.family_Arecaceae.order_Arecaceae.family_Coryphoideae.family_Livistoninae,7
kingdom_Plant.class_Monocotyledon.order_Commelinids.family_Arecaceae.order_Arecaceae.family_List_of_Arecaceae_genera,6
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Commelinales,
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Commelinales.family_Commelinaceae,5
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales,
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Bromeliaceae,
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Bromeliaceae.family_Bromelioideae,6
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Bromeliaceae.family_Pitcairnioideae,6
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Bromeliaceae.family_Tillandsioideae,6
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Chloridoideae,5
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Cyperaceae,5
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Juncaceae,5
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae,
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Arundinoideae,6
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Bamboo,
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Bamboo.family_Bambuseae,
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Bamboo.family_Bambuseae.family_Arthrostylidiinae,8
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Bamboo.family_Bambuseae.family_Arundinarieae,8
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Bamboo.family_Bambuseae.family_Bambusinae,8
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Bamboo.family_Bambuseae.family_Guaduinae,8
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Bamboo.family_Bambuseae.family_Melocanninae,8
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Bamboo.family_Bambuseae.family_Nastinae,8
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Bamboo.family_Bambuseae.family_Shibataeinae,8
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Paniceae,6
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Panicoideae,
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Panicoideae.family_Andropogoneae,7
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Pooideae,6
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Poales.family_Poaceae.family_Triticeae,6
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Zingiberales,
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Zingiberales.family_Heliconia,5
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Zingiberales.family_Musaceae,5
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Zingiberales.family_Zingiberaceae,
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Zingiberales.family_Zingiberaceae.family_Alpinieae,6
kingdom_Plant.class_Monocotyledon.order_Commelinids.order_Zingiberales.family_Zingiberaceae.family_Alpinioideae,6
kingdom_Plant.class_Monocotyledon.order_Dioscoreales,
kingdom_Plant.class_Monocotyledon.order_Dioscoreales.family_Dioscoreaceae,4
kingdom_Plant.class_Monocotyledon.order_Dioscoreales.family_Nartheciaceae,4
kingdom_Plant.class_Monocotyledon.order_Liliales,
kingdom_Plant.class_Monocotyledon.order_Liliales.family_Colchicaceae,4
kingdom_Plant.class_Monocotyledon.order_Liliales.family_Liliaceae,
kingdom_Plant.class_Monocotyledon.order_Liliales.family_Liliaceae.family_Lilioideae,
kingdom_Plant.class_Monocotyledon.order_Liliales.family_Liliaceae.family_Lilioideae.family_Lilieae,6
kingdom_Plant.class_Monocotyledon.order_Liliales.family_Melanthiaceae,4
kingdom_Plant.class_Monocotyledon.order_Liliales.family_Smilacaceae,4
kingdom_Plant.class_Monocotyledon.order_Pandanales,
kingdom_Plant.class_Monocotyledon.order_Pandanales.family_Pandanaceae,4
kingdom_Plant.class_Pinophyta,
kingdom_Plant.class_Pinophyta.order_Pinales,
kingdom_Plant.class_Pinophyta.order_Pinales.family_Araucariaceae,4
kingdom_Plant.class_Pinophyta.order_Pinales.family_Cephalotaxaceae,4
kingdom_Plant.class_Pinophyta.order_Pinales.family_Cupressaceae,
kingdom_Plant.class_Pinophyta.order_Pinales.family_Cupressaceae.family_Cupressoideae,5
kingdom_Plant.class_Pinophyta.order_Pinales.family_Pinaceae,4
kingdom_Plant.class_Pinophyta.order_Pinales.family_Podocarpaceae,4
kingdom_Plant.class_Pinophyta.order_Pinales.family_Taxaceae,4
kingdom_Plant.class_Psilotopsida,
kingdom_Plant.class_Psilotopsida.family_Ophioglossaceae,3
kingdom_Plant.class_Psilotopsida.order_Ophioglossales,3
kingdom_Plant.class_Sphagnopsida,2
kingdom_Plant.class_Zygnematophyceae,2
kingdom_Plant.order_Austrobaileyales,
kingdom_Plant.order_Austrobaileyales.family_Schisandraceae,3
kingdom_Plant.order_Canellales,
kingdom_Plant.order_Canellales.family_Winteraceae,3
kingdom_Plant.order_Nymphaeales,
kingdom_Plant.order_Nymphaeales.family_Nymphaeaceae,3
